Rank,Previous Rank,University,Country,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Ranking_Source,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1201-1400,1001-1200,Universidad de los Andes Mérida,Venezuela (Bolivarian Republic of),Americas,L,FC,MD,Public,20.2,608.0,12.7,701.0,26.3,711.0,1.6,801.0,1.5,801,2.0,801.0,6.3,801.0,19.3,80100%,22.4,688.0,32.0,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad de Monterrey,Mexico,Americas,M,FO,HI,Private not for Profit,19.8,622.0,15.4,701.0,8.7,801.0,2.4,801.0,18.2,737,6.8,801.0,5.3,801.0,9.2,80100%,6.4,801.0,32.5,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad de Valparaíso,Chile,Americas,L,FC,HI,Public,15.5,701.0,8.4,701.0,12.8,801.0,5.0,801.0,8.6,801,2.9,801.0,2.4,801.0,34.3,80100%,4.8,801.0,39.7,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad del Desarrollo,Chile,Americas,L,CO,HI,Private not for Profit,11.8,701.0,15.7,701.0,15.7,801.0,4.0,801.0,10.6,801,3.3,801.0,7.6,801.0,18.3,80100%,6.8,801.0,47.5,774=,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad del Norte,Colombia,Americas,M,FC,HI,Private not for Profit,13.2,701.0,14.3,701.0,12.7,801.0,6.0,801.0,8.5,801,1.7,801.0,6.0,801.0,27.1,80100%,10.8,801.0,44.2,801,-,QS,,,,,,,,,,,
1201-1400,,Universidad del Valle de Guatemala (UVG),Guatemala,Americas,M,CO,MD,Private not for Profit,6.5,701.0,11.0,701.0,61.9,288.0,1.4,801.0,9.4,801,3.2,801.0,7.4,801.0,5.6,80100%,15.3,801.0,11.0,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad Industrial de Santander,Colombia,Americas,L,FC,MD,Public,12.7,701.0,17.6,701.0,5.8,801.0,3.4,801.0,6.0,801,2.0,801.0,6.3,801.0,18.5,80100%,13.3,801.0,28.5,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Jesuita de Guadalajara - ITESO,Mexico,Americas,M,FO,MD,Private not for Profit,9.3,701.0,7.8,701.0,84.6,138.0,1.2,801.0,3.8,801,2.5,801.0,2.1,801.0,3.7,80100%,2.3,801.0,21.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad Nacional Costa Rica,Costa Rica,Americas,L,CO,MD,Public,13.5,701.0,18.4,698.0,17.5,801.0,2.2,801.0,13.1,801,4.1,801.0,3.3,801.0,16.8,80100%,11.4,801.0,23.3,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Nacional de Asunción,Paraguay,Americas,XL,FC,MD,Public,7.6,701.0,5.5,701.0,43.1,462.0,1.2,801.0,1.5,801,2.7,801.0,7.0,801.0,13.1,80100%,73.8,189.0,28.8,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Nacional de Cuyo,Argentina,Americas,XL,FC,HI,Public,17.8,684.0,10.7,701.0,23.9,754.0,2.8,801.0,2.1,801,11.6,801.0,8.9,801.0,26.5,80100%,14.8,801.0,43.7,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad Nacional de Ingeniería Peru,Peru,Americas,L,FO,HI,,11.2,701.0,31.2,458.0,10.2,801.0,2.0,801.0,1.3,801,1.4,801.0,5.8,801.0,7.1,80100%,27.5,602.0,10.5,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Nacional de San Luis,Argentina,Americas,L,FO,HI,Public,3.9,701.0,2.0,701.0,84.8,136.0,1.4,801.0,,,,,,,10.1,80100%,1.5,801.0,18.0,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,Americas,L,FC,MD,Public,6.3,701.0,6.3,701.0,81.4,160.0,1.8,801.0,,,,,,,7.7,80100%,1.5,801.0,20.5,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,Public,18.1,674.0,10.1,701.0,3.1,801.0,4.1,801.0,6.6,801,1.5,801.0,1.4,801.0,26.8,80100%,7.1,801.0,41.0,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,Americas,XL,FO,HI,Private not for Profit,17.8,689.0,26.8,511.0,4.7,801.0,1.4,801.0,17.1,766,2.1,801.0,1.8,801.0,10.1,80100%,4.8,801.0,32.0,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Tecnológica de Panamá (UTP),Panama,Americas,L,CO,MD,Public,9.5,701.0,19.9,661.0,38.2,531.0,1.2,801.0,4.9,801,8.0,801.0,12.0,801.0,5.2,80100%,7.3,801.0,24.5,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidad Tecnológica Nacional (UTN),Argentina,Americas,XL,SP,HI,Public,5.2,701.0,19.2,678.0,56.6,327.0,1.2,801.0,,,3.8,801.0,3.1,801.0,10.9,80100%,9.2,801.0,19.1,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,Public,13.2,701.0,6.5,701.0,22.6,780.0,4.0,801.0,4.8,801,1.4,801.0,1.3,801.0,48.0,80100%,22.6,680.0,31.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,Public,13.5,701.0,5.0,701.0,11.8,801.0,5.7,801.0,6.9,801,2.0,801.0,1.8,801.0,48.7,80100%,20.6,715.0,41.4,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidade Federal de Pernambuco (UFPE),Brazil,Americas,XL,FC,HI,Public,16.0,701.0,4.4,701.0,20.3,801.0,7.6,801.0,4.8,801,1.4,801.0,5.9,801.0,58.3,71300%,6.8,801.0,36.1,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidade Federal de Santa Maria,Brazil,Americas,L,FC,HI,Public,7.0,701.0,2.2,701.0,25.0,734.0,9.9,801.0,2.9,801,2.1,801.0,6.5,801.0,52.5,80000%,8.4,801.0,55.7,582=,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidade Federal de Viçosa,Brazil,Americas,L,FC,HI,Public,6.8,701.0,4.3,701.0,17.4,801.0,16.2,780.0,3.4,801,3.7,801.0,8.1,801.0,26.5,80100%,5.7,801.0,49.6,711=,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidade Federal do Ceará (UFC),Brazil,Americas,XL,FC,HI,Public,11.3,701.0,4.8,701.0,7.9,801.0,10.1,801.0,1.5,801,1.7,801.0,6.1,801.0,41.7,80100%,8.0,801.0,36.2,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universidade Federal Fluminense,Brazil,Americas,XL,FC,HI,Public,12.5,701.0,3.1,701.0,17.4,801.0,6.4,801.0,8.8,801,1.3,801.0,5.8,801.0,57.0,73600%,17.6,770.0,55.7,582=,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universidade Presbiteriana Mackenzie,Brazil,Americas,M,CO,HI,Private not for Profit,5.8,701.0,12.6,701.0,19.5,801.0,3.8,801.0,2.3,801,1.1,801.0,5.6,801.0,13.8,80100%,56.4,295.0,18.1,801,-,QS,,,,,,,,,,,
1201-1400,,Universita' degli Studi di Urbino Carlo Bo,Italy,Europe,L,FO,VH,Public,6.8,701.0,2.8,701.0,3.0,801.0,14.5,801.0,22.6,680,9.1,801.0,14.2,801.0,28.5,80100%,13.8,801.0,27.3,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universitas Muhammadiyah Yogyakarta (UMY),Indonesia,Asia,L,FO,HI,Private not for Profit,10.9,701.0,4.2,701.0,4.8,801.0,2.2,801.0,82.5,275,3.9,801.0,8.3,801.0,8.3,80100%,2.7,801.0,37.9,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universitas Negeri Yogyakarta,Indonesia,Asia,L,CO,HI,Public,17.4,701.0,6.7,701.0,12.2,801.0,2.0,801.0,18.8,732,2.8,801.0,7.2,801.0,10.8,80100%,2.8,801.0,32.5,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universitas Pendidikan Indonesia,Indonesia,Asia,XL,CO,HI,Public,17.4,701.0,5.7,701.0,16.2,801.0,2.2,801.0,17.6,757,2.5,801.0,7.1,801.0,20.0,80100%,2.7,801.0,43.1,801,-,QS,,,,,,,,,,,
1201-1400,,Universitas Trisakti,Indonesia,Asia,M,FO,VH,Private not for Profit,14.3,701.0,5.8,701.0,29.0,649.0,1.5,801.0,3.0,801,1.3,801.0,5.7,801.0,4.1,80100%,41.1,425.0,33.3,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Universität Siegen,Germany,Europe,L,CO,HI,Public,5.4,701.0,1.2,701.0,15.4,801.0,10.2,801.0,53.9,419,37.3,524.0,42.9,485.0,42.0,80100%,4.9,801.0,29.2,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université de Caen Normandie,France,Europe,L,FC,HI,Public,11.3,701.0,5.2,701.0,9.2,801.0,10.3,801.0,11.0,801,11.4,801.0,8.7,801.0,76.4,41400%,6.6,801.0,35.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Université de Limoges,France,Europe,M,SP,VH,,8.9,701.0,5.5,701.0,22.4,783.0,9.1,801.0,,,,,,,55.9,75000%,3.6,801.0,29.6,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université de Poitiers,France,Europe,L,CO,VH,Public,11.1,701.0,1.2,701.0,7.6,801.0,8.5,801.0,,,38.9,505.0,29.1,626.0,74.6,44800%,13.6,801.0,39.3,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université de Sousse,Tunisia,Africa,L,FC,HI,Public,6.4,701.0,3.9,701.0,51.8,365.0,2.9,801.0,1.2,801,3.7,801.0,7.9,801.0,36.6,80100%,9.4,801.0,44.1,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université de Tunis,Tunisia,Africa,L,FO,VH,Public,11.3,701.0,5.8,701.0,28.3,674.0,3.0,801.0,2.5,801,2.8,801.0,7.1,801.0,17.4,80100%,58.5,280.0,29.6,801,-,QS,,,,,,,,,,,
1201-1400,,Université Ibn Tofail,Morocco,Africa,XL,CO,HI,Public,14.6,701.0,3.1,701.0,1.5,801.0,12.0,801.0,27.0,624,4.2,801.0,9.1,801.0,28.6,80100%,5.0,801.0,36.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Université Jean Moulin Lyon 3,France,Europe,L,SP,VH,Public,11.2,701.0,11.4,701.0,2.4,801.0,4.3,801.0,27.0,626,44.1,456.0,49.2,421.0,11.8,80100%,5.9,801.0,25.4,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université Mohammed V de Rabat,Morocco,Africa,XL,CO,VH,Public,4.8,701.0,3.1,701.0,2.4,801.0,9.5,801.0,4.7,801,5.7,801.0,11.1,801.0,75.6,42800%,75.8,178.0,42.6,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université Paris-Nanterre,France,Europe,XL,FO,VH,Public,14.6,701.0,4.7,701.0,4.7,801.0,4.0,801.0,11.7,801,2.1,801.0,1.8,801.0,60.0,69200%,44.3,398.0,39.8,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,Université Paul-Valéry Montpellier 3,France,Europe,L,FO,VH,Public,14.9,701.0,6.1,701.0,4.0,801.0,8.7,801.0,6.8,801,45.3,446.0,33.9,565.0,50.9,80100%,2.4,801.0,36.3,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universiti Kuala Lumpur (UniKL),Malaysia,Asia,L,FC,HI,Private for Profit,9.9,701.0,10.8,701.0,33.8,579.0,4.1,801.0,7.1,801,5.0,801.0,9.8,801.0,18.1,80100%,5.1,801.0,23.2,801,-,QS,,,,,,,,,,,
1201-1400,,Universiti Malaysia Kelantan,Malaysia,Asia,M,CO,VH,Public,9.5,701.0,3.6,701.0,7.1,801.0,10.6,801.0,17.0,768,14.2,801.0,16.4,801.0,25.5,80100%,5.1,801.0,47.9,763=,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Universiti Teknikal Malaysia Melaka (UTeM),Malaysia,Asia,M,SP,VH,Public,10.3,701.0,11.2,701.0,18.0,801.0,11.4,801.0,5.4,801,10.7,801.0,13.9,801.0,34.7,80100%,5.2,801.0,36.4,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Babylon,Iraq,Asia,L,FC,HI,Public,7.7,701.0,25.9,524.0,19.6,801.0,3.7,801.0,1.3,801,1.2,801.0,1.1,801.0,36.6,80100%,5.8,801.0,29.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Basrah,Iraq,Asia,XL,FC,HI,Public,9.1,701.0,26.6,514.0,18.7,801.0,2.2,801.0,,,1.0,801.0,1.0,801.0,34.7,80100%,14.2,801.0,20.0,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,University of Derby,United Kingdom,Europe,L,CO,HI,Public,5.4,701.0,7.5,701.0,12.0,801.0,10.9,801.0,40.8,492,49.9,409.0,54.6,375.0,42.8,80100%,2.2,801.0,34.0,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of International Business and Economics,China (Mainland),Asia,L,SP,VH,Public,3.3,701.0,5.1,701.0,16.5,801.0,8.4,801.0,8.6,801,43.3,465.0,32.4,586.0,8.2,80100%,21.2,704.0,29.8,801,-,QS,,,,,,,,,,,
1201-1400,,University of Kerbala,Iraq,Asia,L,FC,HI,Public,12.8,701.0,14.8,701.0,35.3,560.0,2.0,801.0,2.1,801,1.9,801.0,1.7,801.0,13.9,80100%,5.6,801.0,21.3,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,University of Khartoum,Sudan,Africa,L,FO,HI,Public,8.9,701.0,6.9,701.0,8.2,801.0,5.1,801.0,,,2.1,801.0,1.8,801.0,53.5,78800%,84.9,137.0,23.3,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Kufa,Iraq,Asia,XL,FC,HI,Public,7.4,701.0,33.3,433.0,31.7,607.0,2.1,801.0,,,1.0,801.0,1.0,801.0,26.3,80100%,5.7,801.0,15.6,801,-,QS,,,,,,,,,,,
1201-1400,,"University of Management and Technology (UMT), Pakistan",Pakistan,Asia,L,CO,HI,Private not for Profit,7.2,701.0,10.9,701.0,17.6,801.0,9.4,801.0,1.9,801,1.7,801.0,6.0,801.0,54.4,77700%,3.3,801.0,46.6,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Memphis,United States of America,Americas,L,CO,VH,Public,4.1,701.0,4.1,701.0,18.6,801.0,13.9,801.0,2.5,801,19.4,737.0,14.7,801.0,41.9,80100%,15.0,801.0,35.1,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Miskolc,Hungary,Europe,M,FO,VH,Private not for Profit,9.0,701.0,10.3,701.0,20.4,801.0,4.7,801.0,3.0,801,6.4,801.0,5.0,801.0,24.5,80100%,16.3,801.0,27.8,801,-,QS,,,,,,,,,,,
1201-1400,,University of Mosul,Iraq,Asia,XL,FC,HI,Public,7.3,701.0,12.9,701.0,23.4,764.0,1.7,801.0,1.0,801,1.3,801.0,5.7,801.0,30.2,80100%,28.8,577.0,26.4,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of North Carolina at Greensboro,United States of America,Americas,L,FO,VH,Public,3.6,701.0,4.5,701.0,12.2,801.0,15.1,801.0,10.3,801,4.3,801.0,3.4,801.0,49.6,80100%,5.0,801.0,32.8,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,University of Novi Sad,Serbia,Europe,XL,FC,HI,Public,12.5,701.0,6.5,701.0,10.5,801.0,6.9,801.0,,,,,,,82.1,31200%,30.7,538.0,31.2,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Ostrava,Czechia,Europe,M,FC,HI,Public,8.0,701.0,2.9,701.0,20.5,801.0,5.9,801.0,34.6,540,32.2,564.0,24.2,702.0,28.9,80100%,5.0,801.0,24.2,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Pannonia,Hungary,Europe,S,FO,VH,Public,6.1,701.0,7.3,701.0,33.3,584.0,14.9,801.0,5.8,801,7.2,801.0,5.6,801.0,55.5,76000%,5.0,801.0,23.4,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Pardubice,Czechia,Europe,M,CO,VH,Public,5.2,701.0,5.2,701.0,47.8,407.0,5.8,801.0,12.3,801,15.5,801.0,19.7,768.0,36.2,80100%,2.5,801.0,15.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Peradeniya,Sri Lanka,Asia,L,CO,HI,Public,10.4,701.0,13.6,701.0,14.3,801.0,3.7,801.0,,,1.6,801.0,6.0,801.0,39.5,80100%,17.7,765.0,50.6,693=,-,QS,,,,,,,,,,,
1201-1400,,University of Petra,Jordan,Asia,M,CO,HI,Private for Profit,8.8,701.0,8.1,701.0,10.0,801.0,6.2,801.0,25.9,635,47.1,429.0,44.2,472.0,9.9,80100%,5.7,801.0,34.6,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Primorska,Slovenia,Europe,M,CO,HI,Public,3.6,701.0,5.7,701.0,12.3,801.0,8.3,801.0,31.6,567,38.9,506.0,37.4,523.0,45.4,80100%,13.2,801.0,21.8,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Rajshahi,Bangladesh,Asia,L,CO,HI,,13.2,701.0,13.1,701.0,6.2,801.0,6.4,801.0,1.3,801,1.2,801.0,5.6,801.0,23.5,80100%,4.4,801.0,39.3,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Rijeka,Croatia,Europe,L,CO,VH,Public,7.3,701.0,8.4,701.0,17.0,801.0,8.7,801.0,2.8,801,5.8,801.0,10.1,801.0,50.2,80100%,15.3,801.0,42.4,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of San Diego,United States of America,Americas,M,CO,HI,Private not for Profit,9.0,701.0,15.2,701.0,27.8,684.0,4.5,801.0,4.9,801,10.5,801.0,8.0,801.0,6.9,80100%,20.3,722.0,21.4,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of San Francisco,United States of America,Americas,M,CO,HI,Private not for Profit,6.9,701.0,12.1,701.0,27.5,691.0,5.7,801.0,3.9,801,27.1,627.0,20.3,758.0,9.3,80100%,39.0,444.0,31.8,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,University of Sarajevo,Bosnia and Herzegovina,Europe,L,CO,HI,Public,5.0,701.0,1.0,701.0,6.5,801.0,2.9,801.0,,,5.2,801.0,4.1,801.0,41.3,80100%,89.1,113.0,20.5,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Silesia in Katowice,Poland,Europe,L,CO,VH,Public,8.6,701.0,6.8,701.0,31.3,611.0,5.7,801.0,5.1,801,7.4,801.0,12.0,801.0,59.3,70300%,10.1,801.0,44.4,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of South Alabama (USA),United States of America,Americas,L,CO,HI,Public,5.6,701.0,11.1,701.0,23.1,772.0,13.1,801.0,,,2.7,801.0,2.3,801.0,13.7,80100%,3.2,801.0,28.9,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,Public,7.6,701.0,9.2,701.0,8.7,801.0,8.8,801.0,1.6,801,3.3,801.0,7.5,801.0,52.3,80100%,22.4,687.0,44.8,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,University of Texas El Paso,United States of America,Americas,L,CO,VH,Public,6.8,701.0,3.7,701.0,7.6,801.0,21.5,690.0,13.9,801,10.1,801.0,7.8,801.0,61.6,66900%,9.1,801.0,41.5,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Tyumen,Russian Federation,Europe,M,CO,VH,Public,2.7,701.0,3.4,701.0,44.0,451.0,2.6,801.0,6.0,801,23.2,687.0,25.0,685.0,25.1,80100%,5.7,801.0,30.3,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University of Wisconsin Milwaukee,United States of America,Americas,L,CO,VH,Public,9.0,701.0,3.8,701.0,13.8,801.0,15.3,801.0,11.8,801,12.4,801.0,9.4,801.0,37.0,80100%,16.0,801.0,46.3,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,University POLITEHNICA of Bucharest,Romania,Europe,L,FO,VH,Public,6.3,701.0,20.8,630.0,4.9,801.0,14.6,801.0,1.7,801,4.7,801.0,3.7,801.0,61.4,67200%,9.4,801.0,22.8,801,-,QS,,,,,,,,,,,
1201-1400,1001-1200,University Toulouse – Jean Jaurès,France,Europe,L,FO,VH,Public,13.1,701.0,4.8,701.0,1.8,801.0,9.0,801.0,34.1,544,31.0,580.0,23.2,717.0,64.0,63500%,2.4,801.0,30.1,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,West University of Timisoara,Romania,Europe,L,CO,HI,Public,13.7,701.0,17.0,701.0,7.4,801.0,5.5,801.0,2.0,801,10.6,801.0,14.8,801.0,29.8,80100%,32.8,518.0,42.2,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Western Michigan University,United States of America,Americas,L,FC,HI,Public,5.0,701.0,9.5,701.0,15.7,801.0,10.7,801.0,37.6,517,17.5,774.0,23.6,712.0,33.0,80100%,26.3,619.0,37.6,801,-,QS,,,,,,,,,,,
1201-1400,,Yessenov University,Kazakhstan,Asia,M,CO,MD,Public,16.7,701.0,6.9,701.0,19.2,801.0,1.2,801.0,38.4,514,28.3,612.0,27.9,642.0,2.7,80100%,4.3,801.0,15.9,801,-,QS,,,,,,,,,,,
1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,VH,Public,11.3,701.0,9.1,701.0,4.5,801.0,5.1,801.0,1.3,801,8.1,801.0,12.0,801.0,69.8,53500%,5.2,801.0,53.0,646=,-,QS,,,,,,,,,,,
1201-1400,,Zarqa University,Jordan,Asia,M,FC,HI,Private not for Profit,7.9,701.0,4.1,701.0,9.0,801.0,3.8,801.0,24.9,652,63.5,314.0,58.1,351.0,15.0,80100%,5.4,801.0,12.1,801,-,QS,,,,,,,,,,,
1401,1401,Akdeniz Üniversitesi,Türkiye,Asia,XL,FC,HI,Public,8.3,701.0,8.0,701.0,5.6,801.0,6.1,801.0,2.2,801,6.0,801.0,11.4,801.0,47.6,80100%,2.4,801.0,22.1,801,-,QS,,,,,,,,,,,
1401,,American International University-Bangladesh (AIUB),Bangladesh,Asia,M,FO,VH,Private not for Profit,8.3,701.0,8.5,701.0,9.0,801.0,4.4,801.0,5.4,801,17.7,770.0,18.5,788.0,7.9,80100%,4.6,801.0,30.3,801,-,QS,,,,,,,,,,,
1401,1201-1400,Anadolu University,Türkiye,Asia,L,SP,VH,Public,6.2,701.0,8.4,701.0,17.5,801.0,5.1,801.0,2.2,801,5.3,801.0,4.2,801.0,24.9,80100%,22.3,691.0,22.3,801,-,QS,,,,,,,,,,,
1401,1201-1400,Aoyama Gakuin University,Japan,Asia,L,FO,HI,Private not for Profit,7.1,701.0,16.8,701.0,7.4,801.0,2.5,801.0,20.3,707,4.5,801.0,3.6,801.0,9.5,80100%,14.5,801.0,9.6,801,-,QS,,,,,,,,,,,
1401,,Aswan University,Egypt,Africa,L,FC,HI,Public,7.1,701.0,2.2,701.0,11.8,801.0,6.4,801.0,1.1,801,1.8,801.0,6.1,801.0,53.9,78400%,2.9,801.0,40.0,801,-,QS,,,,,,,,,,,
1401,1201-1400,Atma Jaya Catholic University Indonesia,Indonesia,Asia,M,FO,HI,Private for Profit,11.1,701.0,10.7,701.0,10.5,801.0,2.0,801.0,9.8,801,1.7,801.0,6.1,801.0,7.4,80100%,22.6,678.0,30.2,801,-,QS,,,,,,,,,,,
1401,1201-1400,Belarusian State University of Informatics and Radioelectronics,Belarus,Europe,M,CO,HI,Public,6.7,701.0,23.4,573.0,26.1,716.0,1.4,801.0,2.6,801,17.6,772.0,20.4,754.0,7.2,80100%,7.5,801.0,,,-,QS,,,,,,,,,,,
1401,1201-1400,Belgorod State University,Russian Federation,Europe,L,FC,HI,Public,3.1,701.0,1.9,701.0,17.5,801.0,2.8,801.0,1.9,801,70.3,276.0,73.2,247.0,14.1,80100%,2.1,801.0,22.7,801,-,QS,,,,,,,,,,,
1401,,Benha University,Egypt,Africa,XL,FC,HI,Public,6.2,701.0,4.4,701.0,8.2,801.0,4.2,801.0,1.0,801,2.4,801.0,6.7,801.0,59.7,69900%,2.9,801.0,36.1,801,-,QS,,,,,,,,,,,
1401,1201-1400,Central Michigan University,United States of America,Americas,L,FC,HI,Public,3.6,701.0,5.0,701.0,11.5,801.0,11.2,801.0,4.8,801,23.4,684.0,17.6,801.0,26.2,80100%,15.0,801.0,29.2,801,-,QS,,,,,,,,,,,
1401,1201-1400,Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,Private for Profit,5.0,701.0,6.7,701.0,6.4,801.0,8.4,801.0,7.4,801,13.2,801.0,15.9,801.0,22.2,80100%,2.1,801.0,40.6,801,-,QS,,,,,,,,,,,
1401,1201-1400,Chittagong University of Engineering and Technology,Bangladesh,Asia,M,SP,HI,Public,10.0,701.0,16.2,701.0,10.0,801.0,12.1,801.0,1.6,801,,,,,8.1,80100%,4.8,801.0,20.3,801,-,QS,,,,,,,,,,,
1401,,"CHRIST (Deemed to be University), Bengaluru",India,Asia,XL,CO,HI,Private not for Profit,7.0,701.0,5.6,701.0,8.0,801.0,4.7,801.0,4.7,801,2.4,801.0,6.8,801.0,34.0,80100%,6.3,801.0,33.2,801,-,QS,,,,,,,,,,,
1401,1201-1400,Cleveland State University,United States of America,Americas,M,FO,VH,Public,4.5,701.0,6.2,701.0,12.3,801.0,7.7,801.0,5.6,801,47.6,423.0,35.6,540.0,17.9,80100%,12.4,801.0,25.7,801,-,QS,,,,,,,,,,,
1401,1401,East West University,Bangladesh,Asia,L,FO,HI,Private not for Profit,8.8,701.0,17.7,701.0,3.7,801.0,4.5,801.0,1.4,801,1.0,801.0,5.5,801.0,9.2,80100%,8.3,801.0,32.5,801,-,QS,,,,,,,,,,,
1401,1201-1400,Escuela Politécnica Nacional,Ecuador,Americas,M,FO,VH,Public,10.2,701.0,10.8,701.0,18.8,801.0,5.7,801.0,6.3,801,3.0,801.0,7.1,801.0,16.9,80100%,6.6,801.0,25.2,801,-,QS,,,,,,,,,,,
1401,1201-1400,Harper Adams University,United Kingdom,Europe,M,FO,HI,Public,4.0,701.0,15.7,701.0,7.1,801.0,12.4,801.0,21.8,690,5.9,801.0,9.8,801.0,14.1,80100%,1.0,801.0,18.6,801,-,QS,,,,,,,,,,,
1401,1201-1400,Herzen State Pedagogical University of Russia,Russian Federation,Europe,L,FO,HI,Public,3.8,701.0,4.2,701.0,22.2,785.0,1.5,801.0,1.7,801,59.8,344.0,56.4,364.0,11.4,80100%,7.2,801.0,25.4,801,-,QS,,,,,,,,,,,
