university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,score_original,rank_normalized,score_normalized
Centurion University of Technology and Management,India,2026,THE,1676.0,24.4045,centurion university of technology and management,india,1676,24.4045,23.515981735159816,16.069072962154294
University of Sousse,Tunisia,2026,THE,1677.0,24.3535,university of sousse,tunisia,1677,24.3535,23.470319634703195,16.011076237263467
Chang Gung University of Science and Technology,Taiwan,2026,THE,1678.0,24.3444999999999,chang gung university of science and technology,taiwan,1678,24.3444999999999,23.424657534246577,16.00084152110615
University of Novi Sad,Serbia,2026,THE,1679.0,24.3394999999999,university of novi sad,serbia,1679,24.3394999999999,23.378995433789953,15.99515556768548
University of Sistan and Baluchestan,Iran,2026,THE,1680.0,24.3374999999999,university of sistan and baluchestan,iran,1680,24.3374999999999,23.333333333333332,15.99288118631721
Instituto PolitÃ©cnico de Viana do Castelo,Portugal,2026,THE,1681.0,24.3305,instituto politã©cnico de viana do castelo,portugal,1681,24.3305,23.28767123287671,15.984920851528386
University of Calabar,Nigeria,2026,THE,1682.0,24.317,university of calabar,nigeria,1682,24.317,23.24200913242009,15.969568777292578
University of Western Macedonia,Greece,2026,THE,1683.0,24.314,university of western macedonia,greece,1683,24.314,23.19634703196347,15.966157205240178
Yamaguchi University,Japan,2026,THE,1684.0,24.2819999999999,yamaguchi university,japan,1684,24.2819999999999,23.15068493150685,15.929767103347778
Sri Venkateswara University,India,2026,THE,1685.0,24.2814999999999,sri venkateswara university,india,1685,24.2814999999999,23.105022831050228,15.929198508005712
Maria Curie-SkÅ‚odowska University (UMCS),Poland,2026,THE,1686.0,24.2715,maria curie-skå‚odowska university (umcs),poland,1686,24.2715,23.059360730593607,15.917826601164487
Pontifical Catholic University of Peru,Peru,2026,THE,1687.0,24.268,pontifical catholic university of peru,peru,1687,24.268,23.013698630136986,15.913846433770019
Southern Federal University,Russian Federation,2026,THE,1688.0,24.246,southern federal university,russian federation,1688,24.246,22.968036529680365,15.88882823871907
Cracow University of Technology,Poland,2026,THE,1689.0,24.2065,cracow university of technology,poland,1689,24.2065,22.922374429223744,15.84390920669578
AcÄ±badem University,Turkey,2026,THE,1690.0,24.1805,acä±badem university,turkey,1690,24.1805,22.876712328767123,15.814342248908297
Catholic University of the North,Chile,2026,THE,1691.0,24.1684999999999,catholic university of the north,chile,1691,24.1684999999999,22.831050228310502,15.800695960698578
University of Tunis,Tunisia,2026,THE,1692.0,24.1605,university of tunis,tunisia,1692,24.1605,22.78538812785388,15.791598435225621
KaramanoÄŸlu Mehmet Bey University,Turkey,2026,THE,1693.0,24.1534999999999,karamanoäÿlu mehmet bey university,turkey,1693,24.1534999999999,22.73972602739726,15.783638100436573
International Hellenic University,Greece,2026,THE,1694.0,24.147,international hellenic university,greece,1694,24.147,22.69406392694064,15.776246360989813
UNIR â€“ International University of La Rioja,Spain,2026,THE,1695.0,24.14,unir â€“ international university of la rioja,spain,1695,24.14,22.64840182648402,15.768286026200876
Istanbul Bilgi University,Turkey,2026,THE,1696.0,24.128,istanbul bilgi university,turkey,1696,24.128,22.602739726027394,15.754639737991269
"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,2026,THE,1697.0,24.11,"george emil palade university of medicine, pharmacy, science, and technology of targu mures",romania,1697,24.11,22.557077625570777,15.734170305676857
Saga University,Japan,2026,THE,1698.0,24.092,saga university,japan,1698,24.092,22.511415525114156,15.713700873362447
Gunma University,Japan,2026,THE,1699.0,24.0835,gunma university,japan,1699,24.0835,22.465753424657535,15.70403475254731
National Research University of Electronic Technology (MIET),Russian Federation,2026,THE,1700.0,24.074,national research university of electronic technology (miet),russian federation,1700,24.074,22.420091324200914,15.693231441048038
University of Oum El Bouaghi,Algeria,2026,THE,1701.0,24.07,university of oum el bouaghi,algeria,1701,24.07,22.37442922374429,15.688682678311503
University of Primorska,Slovenia,2026,THE,1702.0,24.061,university of primorska,slovenia,1702,24.061,22.328767123287673,15.678447962154296
October University for Modern Sciences and Arts (MSA),Egypt,2026,THE,1703.0,23.9809999999999,october university for modern sciences and arts (msa),egypt,1703,23.9809999999999,22.28310502283105,15.587472707423466
UniversitÃ© de GabÃ¨s,Tunisia,2026,THE,1704.0,23.9585,universitã© de gabã¨s,tunisia,1704,23.9585,22.237442922374427,15.56188591703057
Austral University of Chile,Chile,2026,THE,1705.0,23.952,austral university of chile,chile,1705,23.952,22.19178082191781,15.554494177583702
Morgan State University,United States,2026,THE,1706.0,23.9449999999999,morgan state university,united states,1706,23.9449999999999,22.146118721461185,15.546533842794648
Georgia Southern University,United States,2026,THE,1707.0,23.9295,georgia southern university,united states,1707,23.9295,22.100456621004565,15.528907387190689
University of Qom,Iran,2026,THE,1708.0,23.922,university of qom,iran,1708,23.922,22.054794520547947,15.520378457059683
Polytechnic Institute of Porto,Portugal,2026,THE,1709.0,23.918,polytechnic institute of porto,portugal,1709,23.918,22.009132420091323,15.515829694323147
Technical University of Cluj-Napoca,Romania,2026,THE,1710.0,23.9174999999999,technical university of cluj-napoca,romania,1710,23.9174999999999,21.963470319634702,15.515261098980968
Cukurova University,Turkey,2026,THE,1711.0,23.9135,cukurova university,turkey,1711,23.9135,21.91780821917808,15.510712336244541
Universidad AndrÃ©s Bello (UNAB),Chile,2026,THE,1712.0,23.877,universidad andrã©s bello (unab),chile,1712,23.877,21.87214611872146,15.469204876273654
Telkom University,Indonesia,2026,THE,1713.0,23.8759999999999,telkom university,indonesia,1713,23.8759999999999,21.826484018264843,15.468067685589409
Ubon Ratchathani University,Thailand,2026,THE,1714.0,23.8429999999999,ubon ratchathani university,thailand,1714,23.8429999999999,21.78082191780822,15.43054039301299
Universitas Ahmad Dahlan,Indonesia,2026,THE,1715.0,23.839,universitas ahmad dahlan,indonesia,1715,23.839,21.735159817351597,15.425991630276565
"University of the North, Colombia",Colombia,2026,THE,1716.0,23.8319999999999,"university of the north, colombia",colombia,1716,23.8319999999999,21.689497716894977,15.418031295487516
Izmir University of Economics,Turkey,2026,THE,1717.0,23.8275,izmir university of economics,turkey,1717,23.8275,21.643835616438356,15.412913937409028
University of Pau and Pays de lâ€™Adour,France,2026,THE,1718.0,23.806,university of pau and pays de lâ€™adour,france,1718,23.806,21.598173515981735,15.38846433770015
State University of Malang,Indonesia,2026,THE,1719.0,23.778,state university of malang,indonesia,1719,23.778,21.552511415525114,15.356622998544397
University of Baghdad,Iraq,2026,THE,1720.0,23.7724999999999,university of baghdad,iraq,1720,23.7724999999999,21.506849315068493,15.350368449781548
B. S. Abdur Rahman Crescent Institute of Science and Technology,India,2026,THE,1721.0,23.7539999999999,b. s. abdur rahman crescent institute of science and technology,india,1721,23.7539999999999,21.461187214611872,15.329330422125068
Pontificia Universidad Javeriana,Colombia,2026,THE,1722.0,23.7355,pontificia universidad javeriana,colombia,1722,23.7355,21.41552511415525,15.308292394468706
Amity University - Kolkata,India,2026,THE,1723.0,23.7005,amity university - kolkata,india,1723,23.7005,21.36986301369863,15.268490720524023
Nnamdi Azikiwe University,Nigeria,2026,THE,1724.0,23.6955,nnamdi azikiwe university,nigeria,1724,23.6955,21.32420091324201,15.262804767103349
University of Al-Qadisiyah,Iraq,2026,THE,1725.0,23.6825,university of al-qadisiyah,iraq,1725,23.6825,21.27853881278539,15.248021288209609
Ochanomizu University,Japan,2026,THE,1726.0,23.6749999999999,ochanomizu university,japan,1726,23.6749999999999,21.232876712328768,15.239492358078493
Universitas Negeri Semarang,Indonesia,2026,THE,1727.0,23.661,universitas negeri semarang,indonesia,1727,23.661,21.187214611872147,15.223571688500732
University of Costa Rica,Costa Rica,2026,THE,1728.0,23.6414999999999,university of costa rica,costa rica,1728,23.6414999999999,21.141552511415526,15.201396470160006
Hanoi University of Science and Technology,Vietnam,2026,THE,1729.0,23.6199999999999,hanoi university of science and technology,vietnam,1729,23.6199999999999,21.095890410958905,15.176946870451127
Arak University,Iran,2026,THE,1730.0,23.594,arak university,iran,1730,23.594,21.050228310502284,15.147379912663759
Federico Santa MarÃ­a Technical University,Chile,2026,THE,1731.0,23.5815,federico santa marã­a technical university,chile,1731,23.5815,21.00456621004566,15.13316502911208
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,2026,THE,1732.0,23.5715,universidade do estado do rio de janeiro (uerj),brazil,1732,23.5715,20.958904109589042,15.121793122270747
University of Babylon,Iraq,2026,THE,1733.0,23.5414999999999,university of babylon,iraq,1733,23.5414999999999,20.91324200913242,15.087677401746614
Federal University of Pelotas,Brazil,2026,THE,1734.0,23.5334999999999,federal university of pelotas,brazil,1734,23.5334999999999,20.867579908675797,15.078579876273542
EskiÅŸehir Osmangazi University,Turkey,2026,THE,1735.0,23.53,eskiåÿehir osmangazi university,turkey,1735,23.53,20.82191780821918,15.074599708879187
Alexandru Ioan Cuza University,Romania,2026,THE,1736.0,23.5269999999999,alexandru ioan cuza university,romania,1736,23.5269999999999,20.776255707762555,15.071188136826674
Plekhanov Russian University of Economics,Russian Federation,2026,THE,1737.0,23.5099999999999,plekhanov russian university of economics,russian federation,1737,23.5099999999999,20.730593607305934,15.051855895196391
Saitama University,Japan,2026,THE,1738.0,23.5075,saitama university,japan,1738,23.5075,20.684931506849317,15.049012918486174
University of Kufa,Iraq,2026,THE,1739.0,23.5005,university of kufa,iraq,1739,23.5005,20.639269406392692,15.041052583697233
University of Moratuwa,Sri Lanka,2026,THE,1740.0,23.4835,university of moratuwa,sri lanka,1740,23.4835,20.593607305936075,15.02172034206696
Dankook University,South Korea,2026,THE,1741.0,23.464,dankook university,south korea,1741,23.464,20.54794520547945,14.999545123726346
Gaziantep University,Turkey,2026,THE,1742.0,23.431,gaziantep university,turkey,1742,23.431,20.50228310502283,14.962017831149929
Universidade Federal de Ouro Preto (UFOP),Brazil,2026,THE,1743.0,23.4245,universidade federal de ouro preto (ufop),brazil,1743,23.4245,20.456621004566212,14.954626091703057
Tottori University,Japan,2026,THE,1744.0,23.365,tottori university,japan,1744,23.365,20.410958904109588,14.886963245997089
"University of Santiago, Chile (USACH)",Chile,2026,THE,1745.0,23.3605,"university of santiago, chile (usach)",chile,1745,23.3605,20.365296803652967,14.881845887918486
University of Yamanashi,Japan,2026,THE,1746.0,23.349,university of yamanashi,japan,1746,23.349,20.319634703196346,14.868768195050949
Universiti Malaysia Sabah (UMS),Malaysia,2026,THE,1747.0,23.328,universiti malaysia sabah (ums),malaysia,1747,23.328,20.273972602739725,14.844887190684137
L.N. Gumilyov Eurasian National University,Kazakhstan,2026,THE,1748.0,23.3215,l.n. gumilyov eurasian national university,kazakhstan,1748,23.3215,20.228310502283104,14.837495451237265
Ladoke Akintola University of Technology,Nigeria,2026,THE,1749.0,23.257,ladoke akintola university of technology,nigeria,1749,23.257,20.182648401826484,14.764146652110629
Tamil Nadu Agricultural University,India,2026,THE,1750.0,23.2069999999999,tamil nadu agricultural university,india,1750,23.2069999999999,20.136986301369863,14.70728711790382
Kagoshima University,Japan,2026,THE,1751.0,23.1989999999999,kagoshima university,japan,1751,23.1989999999999,20.091324200913242,14.698189592430747
University of Economics in Prague,Czechia,2026,THE,1752.0,23.1885,university of economics in prague,czechia,1752,23.1885,20.04566210045662,14.686249090247456
Tokat GaziosmanpaÅŸa University,Turkey,2026,THE,1753.0,23.1055,tokat gaziosmanpaåÿa university,turkey,1753,23.1055,20.0,14.59186226346434
University of Life Sciences in Lublin,Poland,2026,THE,1754.0,23.09,university of life sciences in lublin,poland,1754,23.09,19.95433789954338,14.574235807860264
Shibaura Institute of Technology,Japan,2026,THE,1755.0,23.079,shibaura institute of technology,japan,1755,23.079,19.908675799086758,14.56172671033479
University of Brawijaya,Indonesia,2026,THE,1756.0,23.0455,university of brawijaya,indonesia,1756,23.0455,19.863013698630137,14.523630822416306
UniversitÃ© ChouaÃ¯b Doukkali,Morocco,2026,THE,1757.0,23.0374999999999,universitã© chouaã¯b doukkali,morocco,1757,23.0374999999999,19.817351598173516,14.514533296943119
Wasit University,Iraq,2026,THE,1758.0,23.0269999999999,wasit university,iraq,1758,23.0269999999999,19.771689497716896,14.502592794759718
National University of San MartÃ­n,Argentina,2026,THE,1759.0,23.022,national university of san martã­n,argentina,1759,23.022,19.726027397260275,14.496906841339156
Feng Chia University,Taiwan,2026,THE,1760.0,23.0215,feng chia university,taiwan,1760,23.0215,19.680365296803654,14.496338245997089
Dow University of Health Sciences,Pakistan,2026,THE,1761.0,22.933,dow university of health sciences,pakistan,1761,22.933,19.63470319634703,14.39569687045124
Badji Mokhtar University â€“ Annaba,Algeria,2026,THE,1762.0,22.922,badji mokhtar university â€“ annaba,algeria,1762,22.922,19.589041095890412,14.383187772925767
"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,2026,THE,1763.0,22.9094999999999,"balochistan university of information technology, engineering and management sciences (buitems)",pakistan,1763,22.9094999999999,19.54337899543379,14.368972889373977
Dnipro University of Technology,Ukraine,2026,THE,1764.0,22.9055,dnipro university of technology,ukraine,1764,22.9055,19.497716894977167,14.364424126637557
Federal University of Mato Grosso do Sul,Brazil,2026,THE,1765.0,22.8995,federal university of mato grosso do sul,brazil,1765,22.8995,19.45205479452055,14.357600982532754
Russian Presidential Academy of National Economy and Public Administration,Russian Federation,2026,THE,1766.0,22.8874999999999,russian presidential academy of national economy and public administration,russian federation,1766,22.8874999999999,19.406392694063925,14.343954694323033
